date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,Total Air Units,Total Naval Units,Total Ground Units
09/12/2022,289,281,264,2937,5912,1926,395,0.0,0.0,1603,16,211,164.0,0.0,,4531.0,592.0,2740.0,16,16076.0
10/12/2022,290,281,264,2940,5917,1927,397,0.0,0.0,1603,16,211,167.0,0.0,Bakhmut and Lyman,4535.0,592.0,2740.0,16,16094.0
11/12/2022,291,281,264,2942,5920,1928,397,0.0,0.0,1613,16,211,167.0,0.0,,4540.0,592.0,2750.0,16,16105.0
12/12/2022,292,281,264,2966,5928,1929,397,0.0,0.0,1617,16,211,169.0,0.0,,4544.0,592.0,2754.0,16,16144.0
13/12/2022,293,281,264,2966,5930,1931,404,0.0,0.0,1617,16,211,170.0,0.0,,4549.0,592.0,2754.0,16,16161.0
14/12/2022,294,281,264,2970,5937,1931,404,0.0,0.0,1617,16,211,171.0,0.0,,4562.0,592.0,2754.0,16,16186.0
15/12/2022,295,281,264,2975,5946,1943,406,0.0,0.0,1644,16,211,172.0,0.0,,4563.0,592.0,2781.0,16,16216.0
16/12/2022,296,281,264,2980,5952,1946,410,0.0,0.0,1648,16,211,172.0,0.0,,4563.0,592.0,2785.0,16,16234.0
17/12/2022,297,281,264,2985,5958,1947,410,0.0,0.0,1648,16,211,174.0,0.0,,4577.0,653.0,2846.0,16,16262.0
18/12/2022,298,281,264,2987,5963,1948,410,0.0,0.0,1649,16,211,174.0,0.0,Lyman and Bakhmut,4579.0,653.0,2847.0,16,16272.0
19/12/2022,299,281,264,2988,5969,1953,410,0.0,0.0,1657,16,212,175.0,0.0,,4592.0,653.0,2855.0,16,16299.0
20/12/2022,300,281,266,2995,5974,1960,410,0.0,0.0,1680,16,212,177.0,0.0,,4599.0,653.0,2880.0,16,16327.0
21/12/2022,301,282,267,3002,5979,1972,412,0.0,0.0,1688,16,212,178.0,0.0,,4608.0,653.0,2890.0,16,16363.0
22/12/2022,302,283,267,3002,5981,1978,413,0.0,0.0,1693,16,212,178.0,0.0,,4615.0,653.0,2896.0,16,16379.0
23/12/2022,303,283,267,3005,5986,1984,414,0.0,0.0,1698,16,212,178.0,0.0,,4622.0,653.0,2901.0,16,16401.0
24/12/2022,304,283,267,3006,5994,1988,418,0.0,0.0,1706,16,212,178.0,0.0,"Kupiansk, Avdiivka and Bakhmut",4627.0,653.0,2909.0,16,16423.0
25/12/2022,305,283,267,3011,6010,1991,418,0.0,0.0,1706,16,212,178.0,0.0,,4635.0,653.0,2909.0,16,16455.0
26/12/2022,306,283,267,3016,6017,1996,418,0.0,0.0,1707,16,212,178.0,0.0,"Kupiansk, Avdiivka and Bakhmut",4647.0,653.0,2910.0,16,16484.0
27/12/2022,307,283,267,3016,6024,1998,418,0.0,0.0,1707,16,212,179.0,0.0,Bakhmut and Lyman,4652.0,653.0,2910.0,16,16499.0
28/12/2022,308,283,267,3017,6037,1999,418,0.0,0.0,1707,16,212,179.0,0.0,,4660.0,653.0,2910.0,16,16522.0
29/12/2022,309,283,268,3018,6047,2004,423,0.0,0.0,1717,16,212,179.0,0.0,Lyman and Bakhmut,4675.0,653.0,2921.0,16,16558.0
30/12/2022,310,283,268,3026,6059,2010,423,0.0,0.0,1740,16,212,180.0,0.0,Lyman and Bakhmut,4683.0,711.0,3002.0,16,16593.0
31/12/2022,311,283,269,3029,6075,2016,423,0.0,0.0,1746,16,213,180.0,0.0,,4707.0,711.0,3009.0,16,16643.0
01/01/2023,312,283,269,3031,6084,2021,423,0.0,0.0,1792,16,213,181.0,0.0,Lyman and Bakhmut,4720.0,723.0,3067.0,16,16673.0
02/01/2023,313,283,269,3031,6093,2027,423,0.0,0.0,1836,16,213,181.0,0.0,"Lyman, Bakhmut and Avdiivka",4725.0,723.0,3111.0,16,16693.0
03/01/2023,314,283,270,3036,6100,2033,424,0.0,0.0,1839,16,214,181.0,0.0,,4735.0,723.0,3115.0,16,16723.0
04/01/2023,315,283,270,3038,6106,2039,424,0.0,0.0,1842,16,215,181.0,0.0,,4745.0,723.0,3118.0,16,16748.0
05/01/2023,316,284,271,3041,6108,2051,426,0.0,0.0,1844,16,215,182.0,0.0,,4759.0,723.0,3122.0,16,16782.0
06/01/2023,317,285,272,3064,6124,2059,431,0.0,0.0,1844,16,215,182.0,0.0,,4797.0,723.0,3124.0,16,16872.0
07/01/2023,318,285,272,3066,6125,2062,431,0.0,0.0,1844,16,217,182.0,0.0,,4798.0,723.0,3124.0,16,16881.0
08/01/2023,319,285,272,3069,6130,2065,431,0.0,0.0,1849,16,217,183.0,0.0,,4801.0,723.0,3129.0,16,16896.0
09/01/2023,320,285,275,3080,6147,2069,434,0.0,0.0,1856,16,217,183.0,0.0,,4809.0,723.0,3139.0,16,16939.0
10/01/2023,321,285,275,3084,6154,2073,434,0.0,0.0,1860,17,217,183.0,0.0,,4817.0,723.0,3143.0,17,16962.0
11/01/2023,322,285,275,3094,6159,2078,437,0.0,0.0,1862,17,217,184.0,0.0,,4826.0,723.0,3145.0,17,16995.0
12/01/2023,323,285,276,3094,6159,2082,437,0.0,0.0,1865,17,218,184.0,0.0,,4826.0,723.0,3149.0,17,17000.0
13/01/2023,324,286,276,3098,6167,2086,437,0.0,0.0,1865,17,218,184.0,0.0,,4833.0,723.0,3150.0,17,17023.0
14/01/2023,325,286,276,3104,6173,2090,437,0.0,0.0,1867,17,219,186.0,0.0,,4846.0,723.0,3152.0,17,17055.0
15/01/2023,326,286,276,3106,6183,2094,437,0.0,0.0,1872,17,219,187.0,0.0,,4846.0,749.0,3183.0,17,17072.0
16/01/2023,327,286,276,3118,6204,2099,438,0.0,0.0,1872,17,220,190.0,0.0,,4870.0,749.0,3183.0,17,17139.0
17/01/2023,328,286,276,3121,6215,2104,441,0.0,0.0,1872,17,220,190.0,0.0,,4877.0,749.0,3183.0,17,17168.0
18/01/2023,329,287,276,3130,6215,2108,442,0.0,0.0,1876,17,220,190.0,0.0,,4889.0,749.0,3188.0,17,17194.0
19/01/2023,330,287,277,3136,6235,2122,442,0.0,0.0,1882,17,220,190.0,0.0,,4896.0,749.0,3195.0,17,17241.0
20/01/2023,331,287,277,3139,6241,2129,442,0.0,0.0,1886,17,220,190.0,0.0,,4903.0,749.0,3199.0,17,17264.0
21/01/2023,332,287,277,3140,6256,2135,443,0.0,0.0,1891,17,220,193.0,0.0,,4918.0,749.0,3204.0,17,17305.0
22/01/2023,333,287,277,3145,6268,2144,445,0.0,0.0,1892,17,220,193.0,0.0,,4932.0,749.0,3205.0,17,17347.0
23/01/2023,334,287,277,3150,6276,2146,447,0.0,0.0,1894,18,220,193.0,0.0,,4936.0,749.0,3207.0,18,17368.0
24/01/2023,335,289,281,3152,6284,2148,448,0.0,0.0,1897,18,220,194.0,0.0,,4944.0,749.0,3216.0,18,17390.0
25/01/2023,336,290,281,3161,6307,2154,450,0.0,0.0,1902,18,220,194.0,0.0,,4967.0,749.0,3222.0,18,17453.0
26/01/2023,337,292,282,3175,6334,2169,452,0.0,0.0,1908,18,220,195.0,0.0,,4986.0,749.0,3231.0,18,17531.0
27/01/2023,338,292,283,3182,6340,2180,452,0.0,0.0,1941,18,221,199.0,0.0,,5001.0,796.0,3312.0,18,17575.0
28/01/2023,339,293,284,3189,6344,2188,453,0.0,0.0,1947,18,221,199.0,0.0,,5027.0,796.0,3320.0,18,17621.0
29/01/2023,340,293,284,3197,6366,2195,453,0.0,0.0,1947,18,221,199.0,0.0,,5037.0,796.0,3320.0,18,17668.0
30/01/2023,341,293,284,3201,6369,2196,453,0.0,0.0,1947,18,221,199.0,0.0,,5041.0,796.0,3320.0,18,17680.0
31/01/2023,342,293,284,3201,6378,2197,454,0.0,0.0,1951,18,221,200.0,0.0,,5048.0,796.0,3324.0,18,17699.0
01/02/2023,343,293,284,3209,6382,2207,458,0.0,0.0,1951,18,221,200.0,0.0,,5061.0,796.0,3324.0,18,17738.0
02/02/2023,344,293,284,3211,6382,2212,458,0.0,0.0,1951,18,222,200.0,0.0,,5064.0,796.0,3324.0,18,17749.0
03/02/2023,345,294,284,3215,6388,2215,460,0.0,0.0,1952,18,222,202.0,0.0,,5068.0,796.0,3326.0,18,17770.0
04/02/2023,346,294,284,3218,6394,2220,460,0.0,0.0,1956,18,225,203.0,0.0,,5081.0,796.0,3330.0,18,17801.0
05/02/2023,347,294,284,3220,6405,2226,460,0.0,0.0,1958,18,227,203.0,0.0,,5091.0,796.0,3332.0,18,17832.0
06/02/2023,348,294,284,3231,6415,2231,461,0.0,0.0,1958,18,227,203.0,0.0,,5104.0,796.0,3332.0,18,17872.0
07/02/2023,349,294,284,3245,6443,2232,461,0.0,0.0,1958,18,227,208.0,0.0,,5107.0,796.0,3332.0,18,17923.0
08/02/2023,350,295,285,3253,6458,2236,461,0.0,0.0,1961,18,228,211.0,0.0,,5112.0,796.0,3337.0,18,17959.0
09/02/2023,351,295,285,3255,6468,2244,463,0.0,0.0,1967,18,232,211.0,0.0,,5121.0,796.0,3343.0,18,17994.0
10/02/2023,352,295,286,3258,6471,2251,463,0.0,0.0,1970,18,233,211.0,0.0,,5126.0,796.0,3347.0,18,18013.0
11/02/2023,353,295,286,3267,6474,2270,463,0.0,0.0,1997,18,234,214.0,0.0,,5134.0,857.0,3435.0,18,18056.0
12/02/2023,354,296,286,3280,6488,2287,465,0.0,0.0,2007,18,234,215.0,0.0,,5148.0,857.0,3446.0,18,18117.0
13/02/2023,355,296,286,3283,6492,2290,465,0.0,0.0,2007,18,234,217.0,0.0,,5150.0,857.0,3446.0,18,18131.0
14/02/2023,356,298,286,3286,6500,2299,466,0.0,0.0,2011,18,234,218.0,0.0,,5155.0,857.0,3452.0,18,18158.0
15/02/2023,357,298,286,3290,6507,2303,466,0.0,0.0,2011,18,236,219.0,0.0,,5161.0,857.0,3452.0,18,18182.0
16/02/2023,358,298,287,3296,6517,2306,466,0.0,0.0,2012,18,239,219.0,0.0,,5167.0,857.0,3454.0,18,18210.0
17/02/2023,359,298,287,3298,6520,2322,467,0.0,0.0,2013,18,241,221.0,0.0,,5187.0,871.0,3469.0,18,18256.0
18/02/2023,360,298,287,3303,6533,2326,469,0.0,0.0,2016,18,243,223.0,0.0,,5196.0,871.0,3472.0,18,18293.0
19/02/2023,361,298,287,3310,6545,2327,469,0.0,0.0,2016,18,243,224.0,0.0,,5196.0,873.0,3474.0,18,18314.0
20/02/2023,362,299,287,3316,6553,2334,471,0.0,0.0,2018,18,243,225.0,0.0,,5209.0,873.0,3477.0,18,18351.0
21/02/2023,363,299,287,3326,6562,2338,471,0.0,0.0,2023,18,243,226.0,0.0,,5210.0,873.0,3482.0,18,18376.0
22/02/2023,364,299,287,3334,6569,2345,471,0.0,0.0,2026,18,243,226.0,0.0,,5212.0,873.0,3485.0,18,18400.0
23/02/2023,365,299,287,3350,6593,2352,471,0.0,0.0,2029,18,244,228.0,0.0,,5215.0,873.0,3488.0,18,18453.0
24/02/2023,366,299,287,3363,6600,2363,474,0.0,0.0,2033,18,247,229.0,0.0,,5224.0,873.0,3492.0,18,18500.0
25/02/2023,367,299,288,3375,6609,2373,475,0.0,0.0,2035,18,247,230.0,0.0,,5235.0,873.0,3495.0,18,18544.0
26/02/2023,368,299,288,3381,6615,2380,475,0.0,0.0,2037,18,247,230.0,0.0,,5242.0,873.0,3497.0,18,18570.0
27/02/2023,369,300,288,3385,6621,2380,475,0.0,0.0,2048,18,247,230.0,0.0,,5248.0,873.0,3509.0,18,18586.0
28/02/2023,370,300,288,3388,6630,2383,478,0.0,0.0,2051,18,247,230.0,0.0,,5252.0,873.0,3512.0,18,18608.0
01/03/2023,371,300,288,3395,6638,2393,479,0.0,0.0,2055,18,247,230.0,0.0,,5257.0,873.0,3516.0,18,18639.0
02/03/2023,372,300,288,3397,6658,2398,480,0.0,0.0,2058,18,247,230.0,0.0,,5264.0,873.0,3519.0,18,18674.0
03/03/2023,373,301,289,3405,6673,2402,484,0.0,0.0,2061,18,247,230.0,0.0,,5281.0,873.0,3524.0,18,18722.0
04/03/2023,374,302,289,3409,6683,2414,487,0.0,0.0,2066,18,247,230.0,0.0,,5289.0,873.0,3530.0,18,18759.0
05/03/2023,375,302,289,3414,6692,2426,488,0.0,0.0,2071,18,248,232.0,0.0,,5299.0,873.0,3535.0,18,18799.0
06/03/2023,376,302,289,3423,6703,2433,488,0.0,0.0,2086,18,250,234.0,0.0,,5307.0,873.0,3550.0,18,18838.0
07/03/2023,377,303,289,3432,6714,2456,488,0.0,0.0,2095,18,253,236.0,0.0,,5323.0,873.0,3560.0,18,18902.0
08/03/2023,378,303,289,3436,6723,2463,488,0.0,0.0,2098,18,253,236.0,0.0,,5330.0,873.0,3563.0,18,18929.0
09/03/2023,379,303,289,3441,6736,2465,488,0.0,0.0,2098,18,254,237.0,0.0,,5331.0,873.0,3563.0,18,18952.0
10/03/2023,380,304,289,3448,6742,2475,491,0.0,0.0,2107,18,256,240.0,0.0,,5337.0,907.0,3607.0,18,18989.0
11/03/2023,381,304,289,3458,6762,2483,493,0.0,0.0,2108,18,257,242.0,0.0,,5344.0,907.0,3608.0,18,19039.0
12/03/2023,382,304,289,3466,6769,2487,493,0.0,0.0,2108,18,259,242.0,0.0,,5348.0,907.0,3608.0,18,19064.0
13/03/2023,383,304,289,3474,6774,2503,493,0.0,0.0,2109,18,259,251.0,0.0,,5354.0,907.0,3609.0,18,19108.0
14/03/2023,384,304,289,3484,6789,2519,495,0.0,0.0,2120,18,260,256.0,0.0,,5367.0,907.0,3620.0,18,19170.0
15/03/2023,385,304,289,3492,6799,2528,502,0.0,0.0,2132,18,262,257.0,0.0,,5377.0,907.0,3632.0,18,19217.0
16/03/2023,386,305,289,3504,6810,2539,503,0.0,0.0,2145,18,265,257.0,0.0,,5394.0,907.0,3646.0,18,19272.0
17/03/2023,387,305,290,3506,6823,2552,504,0.0,0.0,2145,18,265,258.0,0.0,,5401.0,907.0,3647.0,18,19309.0
18/03/2023,388,305,290,3511,6830,2560,506,0.0,0.0,2159,18,265,259.0,0.0,,5404.0,907.0,3661.0,18,19335.0
19/03/2023,389,305,290,3532,6853,2568,507,0.0,0.0,2159,18,268,262.0,0.0,,5408.0,907.0,3661.0,18,19398.0
20/03/2023,390,305,290,3537,6869,2577,507,0.0,0.0,2160,18,270,265.0,0.0,,5416.0,907.0,3662.0,18,19441.0
21/03/2023,391,305,290,3552,6879,2586,507,0.0,0.0,2167,18,270,266.0,0.0,,5428.0,907.0,3669.0,18,19488.0
22/03/2023,392,305,290,3557,6887,2589,509,0.0,0.0,2183,18,272,270.0,0.0,,5434.0,909.0,3687.0,18,19518.0
23/03/2023,393,305,290,3570,6898,2608,511,0.0,0.0,2203,18,273,273.0,0.0,,5452.0,909.0,3707.0,18,19585.0
24/03/2023,394,305,290,3574,6921,2616,511,0.0,0.0,2208,18,276,277.0,0.0,,5464.0,911.0,3714.0,18,19639.0
25/03/2023,395,305,291,3580,6932,2623,520,0.0,0.0,2214,18,276,279.0,0.0,,5483.0,911.0,3721.0,18,19693.0
26/03/2023,396,305,291,3595,6947,2631,522,0.0,0.0,2216,18,277,282.0,0.0,,5486.0,911.0,3723.0,18,19740.0
27/03/2023,397,305,291,3595,6953,2638,523,0.0,0.0,2216,18,277,285.0,0.0,,5493.0,911.0,3723.0,18,19764.0
28/03/2023,398,305,291,3602,6966,2653,525,0.0,0.0,2235,18,277,287.0,0.0,,5502.0,911.0,3742.0,18,19812.0
29/03/2023,399,306,291,3609,6966,2659,526,0.0,0.0,2239,18,277,288.0,0.0,,5507.0,911.0,3747.0,18,19832.0
30/03/2023,400,306,291,3610,6974,2671,526,0.0,0.0,2239,18,278,291.0,0.0,,5518.0,911.0,3747.0,18,19868.0
31/03/2023,401,306,291,3615,6977,2675,526,0.0,0.0,2248,18,278,294.0,0.0,,5521.0,911.0,3756.0,18,19886.0
01/04/2023,402,306,291,3616,6981,2683,527,0.0,0.0,2248,18,279,296.0,0.0,,5528.0,911.0,3756.0,18,19910.0
02/04/2023,403,306,291,3618,6986,2687,527,0.0,0.0,2249,18,279,296.0,0.0,,5537.0,911.0,3757.0,18,19930.0
03/04/2023,404,306,291,3619,6993,2694,527,0.0,0.0,2262,18,280,298.0,0.0,,5553.0,911.0,3770.0,18,19964.0
04/04/2023,405,306,291,3627,6999,2697,528,0.0,0.0,2277,18,280,298.0,0.0,,5562.0,911.0,3785.0,18,19991.0
05/04/2023,406,306,291,3629,7005,2707,532,0.0,0.0,2283,18,280,299.0,0.0,,5573.0,911.0,3791.0,18,20025.0
06/04/2023,407,306,292,3631,7013,2714,532,0.0,0.0,2287,18,281,302.0,0.0,,5574.0,911.0,3796.0,18,20047.0
07/04/2023,408,306,292,3633,7016,2722,533,0.0,0.0,2291,18,281,304.0,0.0,,5587.0,911.0,3800.0,18,20076.0
08/04/2023,409,307,292,3636,7020,2727,533,0.0,0.0,2298,18,282,304.0,0.0,,5599.0,911.0,3808.0,18,20101.0
09/04/2023,410,307,292,3636,7024,2740,533,0.0,0.0,2312,18,282,309.0,0.0,,5602.0,911.0,3822.0,18,20126.0
10/04/2023,411,307,292,3637,7028,2750,534,0.0,0.0,2323,18,282,311.0,0.0,,5607.0,911.0,3833.0,18,20149.0
11/04/2023,412,307,293,3644,7038,2765,535,0.0,0.0,2332,18,282,316.0,0.0,,5620.0,911.0,3843.0,18,20200.0
12/04/2023,413,307,293,3646,7043,2770,535,0.0,0.0,2334,18,282,319.0,0.0,,5630.0,911.0,3845.0,18,20225.0
13/04/2023,414,307,293,3646,7053,2777,535,0.0,0.0,2339,18,283,320.0,0.0,,5637.0,911.0,3850.0,18,20251.0
14/04/2023,415,307,293,3650,7069,2784,535,0.0,0.0,2339,18,283,321.0,0.0,,5640.0,911.0,3850.0,18,20282.0
15/04/2023,416,307,293,3653,7073,2785,535,0.0,0.0,2339,18,283,324.0,0.0,,5646.0,911.0,3850.0,18,20299.0
16/04/2023,417,308,293,3657,7083,2795,538,0.0,0.0,2339,18,284,326.0,0.0,,5658.0,911.0,3851.0,18,20341.0
17/04/2023,418,308,293,3660,7087,2804,538,0.0,0.0,2347,18,285,328.0,0.0,,5672.0,911.0,3859.0,18,20374.0
18/04/2023,419,308,293,3661,7098,2810,538,0.0,0.0,2353,18,285,330.0,0.0,,5676.0,911.0,3865.0,18,20398.0
19/04/2023,420,308,293,3665,7110,2819,538,0.0,0.0,2376,18,285,330.0,0.0,,5692.0,911.0,3888.0,18,20439.0
20/04/2023,421,308,293,3667,7120,2825,539,0.0,0.0,2386,18,285,332.0,0.0,,5707.0,911.0,3898.0,18,20475.0
21/04/2023,422,308,293,3668,7126,2827,539,0.0,0.0,2394,18,285,334.0,0.0,,5713.0,911.0,3906.0,18,20492.0
22/04/2023,423,308,293,3672,7130,2832,539,0.0,0.0,2398,18,289,337.0,0.0,,5718.0,911.0,3910.0,18,20517.0
23/04/2023,424,308,294,3675,7131,2837,539,0.0,0.0,2402,18,289,339.0,0.0,,5730.0,911.0,3915.0,18,20540.0
24/04/2023,425,308,294,3683,7139,2849,539,0.0,0.0,2413,18,289,339.0,0.0,,5753.0,911.0,3926.0,18,20591.0
25/04/2023,426,308,294,3688,7151,2863,539,0.0,0.0,2437,18,291,345.0,0.0,,5784.0,911.0,3950.0,18,20661.0
26/04/2023,427,308,294,3692,7162,2877,539,0.0,0.0,2440,18,292,352.0,0.0,,5792.0,911.0,3953.0,18,20706.0
27/04/2023,428,308,294,3694,7178,2887,542,0.0,0.0,2461,18,293,352.0,0.0,,5805.0,911.0,3974.0,18,20751.0
28/04/2023,429,308,294,3694,7181,2905,543,0.0,0.0,2467,18,294,353.0,0.0,,5819.0,911.0,3980.0,18,20789.0
29/04/2023,430,308,294,3697,7184,2908,543,0.0,0.0,2471,18,294,355.0,0.0,,5836.0,932.0,4005.0,18,20817.0
30/04/2023,431,308,294,3699,7189,2914,544,0.0,0.0,2475,18,295,357.0,0.0,,5842.0,932.0,4009.0,18,20840.0
01/05/2023,432,308,294,3700,7192,2921,544,0.0,0.0,2476,18,295,359.0,0.0,,5845.0,932.0,4010.0,18,20856.0
02/05/2023,433,308,294,3701,7193,2930,544,0.0,0.0,2477,18,298,360.0,0.0,,5851.0,947.0,4026.0,18,20877.0
03/05/2023,434,308,294,3702,7199,2946,544,0.0,0.0,2505,18,300,363.0,0.0,,5865.0,947.0,4054.0,18,20919.0
04/05/2023,435,308,294,3707,7216,2962,547,0.0,0.0,2523,18,304,370.0,0.0,,5886.0,947.0,4072.0,18,20992.0
05/05/2023,436,308,294,3710,7224,2978,550,0.0,0.0,2540,18,304,373.0,0.0,,5916.0,947.0,4089.0,18,21055.0
06/05/2023,437,308,294,3717,7238,2992,552,0.0,0.0,2554,18,306,375.0,0.0,,5936.0,947.0,4103.0,18,21116.0
07/05/2023,438,308,294,3723,7248,3010,554,0.0,0.0,2572,18,306,380.0,0.0,,5952.0,947.0,4121.0,18,21173.0
08/05/2023,439,308,294,3730,7253,3018,554,0.0,0.0,2614,18,306,384.0,0.0,,5958.0,947.0,4163.0,18,21203.0
